gap_rank,symbol,valid_sessions,median_abs_gap_pct,p75_abs_gap_pct,p90_abs_gap_pct,p95_abs_gap_pct,p99_abs_gap_pct,mean_abs_gap_pct,gap_up_0.5_rate,gap_down_0.5_rate,gap_up_0.75_rate,gap_down_0.75_rate,gap_up_1_rate,gap_down_1_rate,large_gap_0.5_rate,large_gap_0.75_rate,large_gap_1_rate,max_abs_gap_pct,gap_burden_rank
62,BEL,245,0.0028465075541932,0.0058616647127783,0.010644041480488057,0.014972444522842373,0.027596673084457533,0.004533399234650017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437939641479465,0.26
63,INDHOTEL,245,0.0034341121809978,0.0060224473035861,0.009770501835985339,0.012127943670985637,0.03696905847727192,0.004953564190808443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444366689993001,0.2605
64,IRFC,245,0.0022569444444444,0.0050045122651571,0.010251313984911178,0.01665233726970744,0.04240698241089347,0.004748819268598946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565124830656087,0.261
65,SHREECEM,245,0.0027999999999999,0.0059442934782608,0.0100989254116298,0.016144955747890283,0.025091928958980336,0.004441990398804385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,0.2625
66,BATAINDIA,245,0.002945841830954,0.0057306590257879,0.010984238618524298,0.014146078994272598,0.04633460082814622,0.0051355521152424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508083140877597,0.263
67,CLEAN,245,0.0033484676503974,0.0068157359799114,0.00983337482190804,0.01380032428178568,0.03787018990057439,0.0052654120060152045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064629258517034,0.26449999999999996
68,LAURUSLABS,245,0.0029498525073745,0.0059815116911365,0.0099500332804147,0.01569050811048127,0.029910635511442022,0.004730437677588206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519704820222954,0.265
69,SOLARINDS,245,0.0033026916937304,0.006017981438515,0.010133464372220118,0.013617559903354138,0.03156602675974401,0.0048683520668567765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451661067562523,0.2665
70,IGL,245,0.0026017344896596,0.0062111801242236,0.010459017970986518,0.016164976604463328,0.030913529788181408,0.004669740244735204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415540540540539,0.267
71,SIEMENS,245,0.0031152647975076,0.0055352480417754,0.009737009963134778,0.015377702119652505,0.028748023239046485,0.004566189860467224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368100159760034,0.267
72,BAYERCROP,243,0.0033112582781457,0.0063479374110952495,0.010192292556612,0.0135128616315302,0.0195925891856409,0.0045724434124015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437158469945355,0.267
73,RADICO,245,0.0033802428256071,0.0058260869565217,0.00989907470570746,0.013389397170522033,0.02598933823042657,0.004723035947631912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530303030303029,0.267
74,SUNDARMFIN,245,0.0031779661016948,0.0064024390243901,0.01033134948627606,0.014514403415624218,0.023963579689935167,0.0046962082260582965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363967242948134,0.2675
75,ULTRACEMCO,245,0.0027440545484782,0.0059454027801038,0.010429831823238776,0.015982956567576635,0.02888632840587253,0.004661390941074438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452003300632621,0.2695
76,SRF,245,0.0031833910034602,0.0061760703443944,0.00954157324465906,0.015447803215311693,0.03582254259364841,0.0051420232041513815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699250802711379,0.272
77,PIIND,245,0.0031189083820661,0.0058588054399405,0.01075497627718646,0.014353878332227255,0.03944903225806446,0.005039972713492673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546083835405717,0.277
78,SBIN,245,0.0027005836745359,0.0063141278610892,0.010941527696648119,0.015587902577312483,0.03762979433018342,0.0048931920548542585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568789499270783,0.278
79,LALPATHLAB,245,0.003107861060329,0.0064999617649308,0.010807384954532956,0.014502485383054455,0.01953669280873239,0.0046053451930618845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278571428571428,0.278
80,ITCHOTELS,245,0.0030243629235506,0.0061494252873561,0.010546914932456998,0.01523103022566593,0.03792063803645296,0.0049570917156834746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473683,0.27949999999999997
81,MSUMI,245,0.0029834553837808,0.0072289156626506,0.0109410493695537,0.014807077965111114,0.039243958175420444,0.0054151929435845535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063953488372093,0.28
82,IEX,245,0.0030559473436764,0.006123741817414,0.010324113354827639,0.015491588396731459,0.021757133504898583,0.004566921835689552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029373474369406,0.28
83,GICRE,245,0.0030899961375049,0.0062639198218263,0.01057112299465232,0.01502412873082455,0.028083718384235033,0.004804551411773297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364698247890979,0.2825
84,ASTERDM,245,0.0032374100719423,0.005955882352941,0.010825406338779979,0.01404137899449264,0.04114559902200481,0.005109085964884286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057621951219512,0.2835
85,BIOCON,245,0.0033574380165288,0.0065851364063969,0.009668163814505318,0.014724295399066676,0.029344416848985776,0.0048538018263127826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,0.2835
86,UBL,245,0.0034826217176291,0.0065283122594832,0.010141326021023538,0.012660306804411136,0.022358587130655215,0.004818963021613218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397999130056546,0.28400000000000003
87,APOLLOHOSP,245,0.0031524926686217,0.0064110866468074,0.010745839927563098,0.014608317049082295,0.02575464035181754,0.004788745726349085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433585684790089,0.2845
88,AUROPHARMA,245,0.0033222591362125,0.0056733930758816,0.009970477681488338,0.01468073892195545,0.027462319641431743,0.004818336919648205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441426146010186,0.28675
89,SYNGENE,245,0.0033119658119658,0.0069460523269275,0.0099933658327118,0.014767239971355605,0.03482876434669804,0.005465956310876578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945268323909103,0.28800000000000003
90,ONGC,245,0.0029461998292057,0.0056852546268295,0.01055560423825654,0.015821793652877333,0.024693112012127646,0.004638140086445614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332499106185197,0.289
91,FEDERALBNK,245,0.0028089887640448,0.0052640814177926,0.009911093184533051,0.017408883699382885,0.03227329434547087,0.004555862419224216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045705139605193,0.29000000000000004
92,JSL,245,0.0036708860759493,0.0062430461120039,0.009279888221307979,0.013171230654733412,0.03213158660436576,0.0048985257835861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433096315449256,0.29000000000000004
93,NH,245,0.0032894736842106,0.0052434043492659,0.00992782917743028,0.015087355240463172,0.0349098403459151,0.0047869311015179454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443938531587932,0.2905
94,UPL,245,0.0035211267605634,0.0060549604098742,0.00937946448314772,0.014305013118835804,0.027040839482929565,0.004964989160829953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605302651325663,0.29100000000000004
95,JSWENERGY,245,0.0032633081786661,0.0062170706006322,0.01035616690816862,0.014924766761900458,0.03026792690899083,0.004875774032605602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036144578313253,0.2915
96,CAPLIPOINT,245,0.0033865505563618,0.0065040650406503,0.010660177016457537,0.013497682454203156,0.03640140682230962,0.005033091687507859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512919825153543,0.296
97,BEML,245,0.0035763728657129,0.0068277310924369,0.010504700423602338,0.012069602459996356,0.03459823452582642,0.005285193759677815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470518165574747,0.3025
98,BAJAJ-AUTO,245,0.0028878112570152,0.005396475770925,0.010538825292411035,0.016914587183341677,0.02622315770392495,0.004678632670676258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484483850538315,0.305
99,LICI,245,0.0024102838778788,0.0050925925925926,0.010708058104771297,0.01777602700691193,0.043478655650022846,0.004909920547325712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763430725730442,0.3105
100,MGL,245,0.0030816640986133,0.0061693774537296,0.010457359788420674,0.016483178718421074,0.027610796164526205,0.004784431841646722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401173143395829,0.312
101,INDIAMART,245,0.0034413965087283,0.0068415051311288,0.0105957591836461,0.01412635555027943,0.02809391318588688,0.005093959973065326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456759184831434,0.313
102,MANKIND,245,0.003349875930521,0.00577743311361,0.01114437929097966,0.0134165748462639,0.02499252792557875,0.00475049629496351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438053097345132,0.3135
103,CESC,245,0.003257328990228,0.0065120065120065,0.010403091359529958,0.015757763402680338,0.035499021526418706,0.005313376229129597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701265822784811,0.3155
104,DATAPATTNS,245,0.0031802120141342,0.0055284704565072,0.0109738713938643,0.01532176143124886,0.05215290392827411,0.005393247307535693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725565514297909,0.317
105,ALKEM,245,0.0037181303116147,0.0066342326404245,0.0102104724004627,0.01309039714411686,0.02007596820793004,0.004958179516386017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360834088848593,0.317
106,JSWSTEEL,245,0.0034995625546807,0.0062611806797854,0.010718964204112759,0.013826154176272086,0.023835035399330667,0.004831980631969184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414414414414414,0.321
107,BLUEDART,244,0.00298890019692175,0.006124677339267675,0.010827418035877187,0.016592015985138077,0.05331520474188073,0.005552598920872044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844548468890189,0.3225
108,GODREJIND,245,0.0034780973867267,0.0068417159763314,0.010656917652349777,0.014165621301134317,0.02696479872831711,0.005038580680253823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374413145539906,0.324
109,EICHERMOT,245,0.0032078103207809,0.0062884483937115,0.010878493370162659,0.015704359769860097,0.03595678208314743,0.005165847200234572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494940779668993,0.3245
110,TATACAP,216,0.0027559105828636,0.006062099303791975,0.011108914153896799,0.017110588849719374,0.02540586248639617,0.004805435112248453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451968973747015,0.3255
111,NMDC,245,0.003284842796809,0.0071942446043165,0.011230245900480438,0.014539637489518075,0.02971090967767494,0.005174838903002671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039594626443554,0.3265
112,INDUSINDBK,245,0.0031486493951278,0.0060855908912447,0.011045629996733199,0.015725317586411408,0.030632296349577374,0.004878351209862732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450975006866245,0.3275
113,CONCOR,245,0.003427592116538,0.0066019417475726,0.009599561695727558,0.016095645684842723,0.030179882684752784,0.005025607577380068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436477007014809,0.328
114,HDBFS,245,0.0029655172413792,0.006000521784503,0.01124543687479258,0.01629323538414442,0.028732052666446548,0.005073435792523341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113602969607919,0.3325
115,MEDANTA,245,0.003392857142857,0.0064903846153845,0.01125027981512442,0.014012981046499126,0.02610686271494039,0.0049340963868489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395529555574958,0.33299999999999996
116,DRREDDY,245,0.0029094643162759,0.0062945866554763,0.01038556798689482,0.018070165128988715,0.04265517663280689,0.0053434743070459876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706728734659332,0.3335
117,STARHEALTH,245,0.0031500572737686,0.0065268065268065,0.01108289985490444,0.015833265701657398,0.027127710363573566,0.0052020022895623835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931622040274398,0.3335
118,PATANJALI,245,0.0034423407917383,0.0070238095238095,0.011084035236395496,0.014024154589371916,0.023274824022238388,0.005125031150355957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418774023872141,0.3335
119,IPCALAB,245,0.0034864643150123,0.0072036673215454,0.01039464642465448,0.015065040600732016,0.022995006630074234,0.0051764370325623485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420657818811309,0.3375
120,SUNTV,245,0.0036774846005331,0.0074735513927981,0.010752218431803181,0.013370334776327158,0.02324972552229901,0.005179066619431526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455974842767294,0.33899999999999997
121,COROMANDEL,245,0.0032773816378051,0.0060405643738976,0.0098261289734876,0.017410053486240945,0.0249006909184812,0.004795975676869485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777776,0.3395
122,ICICIBANK,245,0.0038097925779596,0.0064821558630736,0.0101041383608747,0.013868637069807468,0.034063793867905215,0.005181473934121886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496794871794872,0.3395
123,KIMS,245,0.00325124515772,0.0069133794225295,0.010691924128280779,0.016459929145191357,0.03342060567779058,0.0052498900934992475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439538317004428,0.33999999999999997
124,BLUESTARCO,245,0.0029761904761904,0.0063458487572711,0.0111743022643496,0.016703151176237514,0.03512858330480702,0.005182035335875964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041860465116279,0.3415
125,PFIZER,244,0.00354473361373995,0.0064589992716656,0.01088453202326337,0.014350624900802559,0.028398011832006815,0.004918373346724677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337316561844862,0.34299999999999997
126,GRAPHITE,245,0.0034013605442175,0.0071731810862245,0.011295423193112879,0.014398331725788556,0.02621072834362747,0.0052562230083057805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446304044630404,0.346
127,CHAMBLFERT,245,0.0031004924311508,0.0072031282156821,0.011817771223418578,0.015380218718323135,0.02340473351860096,0.004940834255229177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347199475925319,0.348
128,APLAPOLLO,245,0.0035783099366915,0.0064935064935064,0.009950367530196999,0.015567535141744639,0.03285524150079938,0.005125016613208497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566355499951882,0.348
129,AFFLE,245,0.0030803696443573,0.0064489068316468,0.0117905272480942,0.015557455115210634,0.028641326190855035,0.005088245860251692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377425545525622,0.349
130,DEEPAKNTR,245,0.0032481203007519,0.0064110622250157,0.01178126380002534,0.0148823580862416,0.04468463027274845,0.005455026954396691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745486313337215,0.349
131,GILLETTE,244,0.0033827339743354497,0.006195793056366275,0.011115995158167993,0.015057760480243456,0.026171407009680524,0.004776388322397386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380724174653888,0.35
132,RBLBANK,245,0.0033988473474214,0.0068148148148148,0.011088279569892417,0.015128213207630355,0.027925460909609817,0.005167811119365212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04791249422277,0.354
133,CENTRALBK,245,0.0035239902412578,0.0062078272604588,0.010582903379567079,0.015334502687013632,0.0392666112774622,0.005355345711583455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0561938061938062,0.35550000000000004
134,ABREL,245,0.0028975741239891,0.0067141239281669,0.011945894968025235,0.01643654564838714,0.043156512450832026,0.005463093851421441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069708198239926,0.35750000000000004
135,SARDAEN,245,0.0035680751173707,0.0064829821717991,0.010407118835251479,0.015543025365280119,0.026984601898151023,0.005100015184007027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0584905660377358,0.3585
136,BDL,245,0.003253090435914,0.0062064156206416,0.010728230237810877,0.017232144427852696,0.04341737385839766,0.0053240664041056705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635425556676235,0.36
137,WOCKPHARMA,245,0.0032985156679494,0.0065925925925927,0.011003579031330778,0.016304807104784554,0.05150680603136534,0.006297841004888746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173827160493827,0.362
138,JINDALSTEL,245,0.003864360931311,0.0063613231552163,0.010617940901802576,0.013504975585286873,0.02270203401270232,0.004900541625249177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296067167476801,0.363
139,PNB,245,0.0029160003762581,0.0056925996204932,0.0102564896605408,0.019499722322602466,0.03709247263204981,0.004917978167935711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423639667208568,0.36450000000000005
140,DLF,245,0.0031301237144134,0.0067063521965187,0.011746520572681218,0.016026298653885118,0.03395554976210646,0.005291801388745072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0669585987261145,0.366
141,LUPIN,245,0.0034710743801653,0.0065250453809546,0.011400116600159538,0.014536166404613698,0.017779459000906155,0.0048005457801402925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448952756645064,0.366
142,POWERGRID,245,0.0028030833917309,0.0072463768115942,0.01213200280112038,0.016886345771357766,0.03164102288473916,0.005159265862256471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483333333333333,0.3665
143,BHEL,245,0.0031479538300104,0.006544502617801,0.01098256755074082,0.017506312577686207,0.03127087616099991,0.0052341285117137705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507430228343602,0.3665
144,CREDITACC,245,0.0036115569823435,0.0069664344521849,0.01148616875959982,0.013588673986544992,0.0418613782704097,0.0055603183706359905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583713177767196,0.369
145,HONAUT,244,0.0033754333828628002,0.006903459436408275,0.011898841487691532,0.014612676056337957,0.0300833000429804,0.005209467080505256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447761194029849,0.3695
146,SBICARD,245,0.0032715376226828,0.0058703420112302,0.010764817635649898,0.01745604647178612,0.03131058034434739,0.004976109946524427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416560184002045,0.373
147,LINDEINDIA,244,0.0030259456464253,0.006709979303138824,0.011533774159415823,0.017174923305895474,0.031315594467865145,0.00513433740407521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469745222929935,0.374
148,TATATECH,245,0.0027634838955592,0.0057395143487858,0.01164697259211866,0.018002011843303977,0.02801512278289058,0.00477038747920016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368339768339769,0.377
149,UNOMINDA,245,0.0038610038610038,0.0070988376628442,0.01048052005360744,0.01471156721489731,0.03726498390415518,0.005527132845398666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576271186440677,0.379
150,INDUSTOWER,245,0.0035456657293067,0.0069444444444444,0.010824348753601618,0.01587345442186253,0.030308276096241704,0.0052373306246513325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.3815
151,ESCORTS,245,0.0032948929159802,0.006754791377137,0.010957666374973078,0.017329089721011198,0.03305517793703919,0.005452502287623059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608168944912825,0.382
152,JKCEMENT,245,0.0037359900373599,0.007154213036566,0.01090954500316102,0.014946344933894557,0.026008149285525868,0.005180943956096403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043362831858407,0.3825
153,PIDILITIND,245,0.0032486145614369,0.0064876177188698,0.011464160076209578,0.016788849138857868,0.027506249824455604,0.00517387855543568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770059235325792,0.383
154,DELHIVERY,245,0.0036193314881839,0.0069180986386967,0.011040981749189499,0.015148703465750597,0.03345257384583751,0.005334312147495846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534395198522621,0.383
155,CDSL,245,0.0026092628832354,0.0050420168067226,0.0120217688277274,0.01805928295661052,0.04458121882454997,0.00503133408268675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0730056406124093,0.385
156,AARTIIND,245,0.0030895983522141,0.0063559322033898,0.0110640634323876,0.018253227480521432,0.04408132353455664,0.006016293809166082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1813333333333333,0.3855
157,CHOLAHLDNG,245,0.0037914102803155,0.0078971639382061,0.01100769306499024,0.014559733646690156,0.03168352960511251,0.005514722561166307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427613363686703,0.38799999999999996
158,IREDA,245,0.0028380295965945,0.0062941953531743,0.011563996916095899,0.018290864149528508,0.03858114167577316,0.005232236776169381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0518609406952965,0.3885
159,EIDPARRY,245,0.0032327586206896,0.0068426197458455,0.01165546071604234,0.01670983628465056,0.02366460998340177,0.00500505022398857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255785627283799,0.3885
160,COCHINSHIP,245,0.0024142661179697,0.0048726923340881,0.009656337342368279,0.0255163433287794,0.04810174005281097,0.005201332318194289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808700501952035,0.389
161,JSWDULUX,232,0.0038310177800101,0.007002850089144725,0.01104621182506177,0.014159650587032297,0.02654727561740906,0.00557281814827259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021535063500828,0.389
162,JIOFIN,245,0.0027151211361737,0.005390604945666,0.01152526850830714,0.018927656689763345,0.04065903637598362,0.005066401402924453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607791148276566,0.3915
163,VOLTAS,245,0.0029863481228666,0.0056143205858423,0.011486770983341917,0.01802937314153743,0.02563361462095723,0.004816354425195131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308433734939759,0.3915
164,MAXHEALTH,245,0.0036719706242349,0.0075290896646131,0.011218754269280078,0.015090056331823615,0.030331894585094218,0.0055609000295105075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687250996015936,0.396
165,HYUNDAI,245,0.0032887603903143,0.0067362924281985,0.011512493738581257,0.01680862695305612,0.02955321643990514,0.00519355302300005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397149050295748,0.39649999999999996
166,PAYTM,245,0.0030864197530864,0.0067602704108163,0.011727807900793459,0.01764209717204258,0.04091180728011576,0.005459375911907794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0590199479618386,0.397
167,JSWCEMENT,245,0.0032626427406198,0.0069135043785528,0.011511508096738336,0.017113040101850656,0.034122116127388115,0.005277697284435208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428051001821494,0.39749999999999996
168,GESHIP,245,0.0034650034650034,0.0059984813971147,0.01081994461917208,0.017071208579577554,0.03759816035084534,0.005518051638974435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326923076923076,0.39749999999999996
169,CROMPTON,245,0.0034025178632188,0.007246376811594,0.01224413704894484,0.01493109739528741,0.035570428899734,0.005266242513514996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373748002650141,0.399
170,ATUL,244,0.0035440487096468,0.0076603277533637,0.011951078377080718,0.014718800379928777,0.021857655585976393,0.0052428995694801285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527374863754506,0.399
171,3MINDIA,245,0.0038167938931297,0.0081300813008129,0.01136499814745584,0.014108706799765974,0.022378600554389578,0.005578112947416216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725060827250607,0.39949999999999997
172,ANANDRATHI,245,0.0040363269424823,0.0068932038834952,0.01099164811869712,0.013916564820901258,0.024334768754644756,0.007076581200574957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4934972537636245,0.3995
173,PTCIL,245,0.0034536891679748,0.0059171597633136,0.011686979150531237,0.015537102643432957,0.03161275605203028,0.005185020608816377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651240903153573,0.401
174,ZEEL,245,0.0028912179255511,0.0056065239551478,0.011743285212892139,0.01840424156213631,0.04336552175596746,0.0055955778717072385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098468271334792,0.40149999999999997
175,MARUTI,245,0.0026466165413533,0.0069177555726365,0.012479104203634517,0.017911972297123078,0.0360354912221472,0.0051922728313853785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0563624991312807,0.402
176,CUB,245,0.003248670998228,0.0066964285714286,0.01199427262313868,0.016654196884282855,0.04215827059772921,0.0057848615636138315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1302325581395349,0.40249999999999997
177,TITAGARH,245,0.0031101353823635,0.0073170731707317,0.01213601634021138,0.017138197046506414,0.03970828836155303,0.00554654313848531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509461426491995,0.40349999999999997
178,AWL,245,0.0032834731849689,0.0067114093959731,0.012721464110278639,0.01502185600988772,0.0332398790005396,0.005342484353535181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655650319829423,0.40349999999999997
179,CCL,245,0.0033898305084746,0.0079267218601373,0.011608522789375759,0.016220325237136138,0.02962264962979288,0.005324001791793492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420475319926874,0.4035
180,EMAMILTD,245,0.0036504187245007,0.0062775330396476,0.01154065336367484,0.014830540645696581,0.027928748919272064,0.005034570973430352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320499032049902,0.404
